2014-08-22T15:39:58, 2014-08-22T16:07:10, 2014-08-22T15:54:35, 38.4, 38.4, -155.0, 12.4145076423
2014-08-22T15:43:37, 2014-08-22T16:29:25, 2014-08-22T16:02:38, 38.4, 38.4, -638.0, 12.4145076423
